"Eje","Estrategia","LA","Institución","Sectorizador","Actividad","Tipo","Temática","Tipo.general","Etiqueta.gráfica","Fecha.de.inicio","Fecha.de.término","PTA.CC","NA."
1,10.1,"10.1.1","INAI","INAI","En materia de Justicia Abierta, el INAI implementa el Pacto por una Justicia Abierta con Perspectiva de Género, con la organización de la sociedad civil, Equis Justicia para las mujeres y la Asociación Mexicana de Impartidores de Justicia A.C. (AMIJ). Fue firmado el 22 de febrero de 2022 por Magistrados y Magistradas presidentas y representantes de 10 Poderes Judiciales de las siguientes entidades: Campeche, Coahuila, Ciudad de México, Jalisco, Estado de México, Morelos, Nayarit, Oaxaca, Puebla y Sonora; así como por 26 organismos garantes de transparencia de las siguientes entidades: Aguascalientes, Baja California, Baja California Sur, Campeche, Chiapas, Coahuila, Colima, Ciudad de México, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Puebla, Querétaro, Quintana Roo, San Luis Potosí, Tabasco, Tamaulipas, Yucatán y Zacatecas. Fue presentado en Julio de 2023 en las instalaciones del Tribunal Superior de Justicia Administrativa en la Ciudad de México. Con la firma de este Pacto, los Poderes Judiciales y los organismos garantes de transparencia del país, acordaron adoptar mecanismos de participación ciudadana, dar cumplimiento al mandato de publicación de sentencias judiciales y a generar información con perspectiva de género, interculturalidad, diversidad sexual y de discapacidad.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","Curso Control interno y administración de riesgos","N/A",NA,"Otro",NA,"01-01-2023",NA,0,NA
1,10.1,"10.1.1","INAI","INAI","En materia de Justicia Abierta, el INAI implementa el Pacto por una Justicia Abierta con Perspectiva de Género, con la organización de la sociedad civil, Equis Justicia para las mujeres y la Asociación Mexicana de Impartidores de Justicia A.C. (AMIJ). Fue firmado el 22 de febrero de 2022 por Magistrados y Magistradas presidentas y representantes de 10 Poderes Judiciales de las siguientes entidades: Campeche, Coahuila, Ciudad de México, Jalisco, Estado de México, Morelos, Nayarit, Oaxaca, Puebla y Sonora; así como por 26 organismos garantes de transparencia de las siguientes entidades: Aguascalientes, Baja California, Baja California Sur, Campeche, Chiapas, Coahuila, Colima, Ciudad de México, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Puebla, Querétaro, Quintana Roo, San Luis Potosí, Tabasco, Tamaulipas, Yucatán y Zacatecas. Fue presentado en Julio de 2023 en las instalaciones del Tribunal Superior de Justicia Administrativa en la Ciudad de México. Con la firma de este Pacto, los Poderes Judiciales y los organismos garantes de transparencia del país, acordaron adoptar mecanismos de participación ciudadana, dar cumplimiento al mandato de publicación de sentencias judiciales y a generar información con perspectiva de género, interculturalidad, diversidad sexual y de discapacidad.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","Durante el primer semestre de 2023, se trabajó en una propuesta de Reforma a los ""Lienamientos para determinar los catálogos y publicación de información de interés público; y para la emisión y evaluación de políticas de transparencia proactiva"" que consideró la separación de este instrumento en dos, planteando un nuevo Lineamiento, los""Lineamientos para la Emisión y Evaluación de Políticas de Transparencia Proactiva"", que simplificara términos, procesos y plazos de cumplimiento en materia de transparencia proactiva. Adicionalmente, la reforma a los citados Lineamientos incorporó un apartado referente a acciones de capacitación que fue desarrollado por el INAI en 2023, a través del Programa Anual de Verificación y Acompañamiento Institucional para el Cumplimiento de las Obligaciones en materia de Acceso a la Información y Transparencia por parte de los Sujetos Obligados del Ámbito Federal, correspondiente al ejercicio 2023 (PAVAI). Así, a lo largo de segundo semestre de 2023, se trabajó con la Red Federal de Unidades de Transparencia tanto en la difusión de los nuevos Lineamientos, como en la socialización de aspectos teóricos y prácticos sobresalientes vinculados a la agenda de transparencia proactiva. Derivado de los trabajos de la Red, se capacitó a 169 personas servidoras públicas, provenientes de 89 sujetos obligados. Por otro lado, se dio seguimiento a las accciones de capacitación y difusión de los Lineamientos, de cara a la séptima edición del proceso de evaluación y reconocimiento de prácticas de transparencia proactiva, donde se realizó una reunión de acercamiento y capacitación con 40 personas servidoras públicas, provenientes de 25 sujetos obligados, así como un Taller en materia de transparencia proactiva en la que se contó con la participación de 35 personas servidoras públicas de 18 sujetos obligados.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","En materia de Justicia Abierta, el INAI implementa el Pacto por una Justicia Abierta con Perspectiva de Género, con la organización de la sociedad civil, Equis Justicia para las mujeres y la Asociación Mexicana de Impartidores de Justicia A.C. (AMIJ). Fue firmado el 22 de febrero de 2022 por Magistrados y Magistradas presidentas y representantes de 10 Poderes Judiciales de las siguientes entidades: Campeche, Coahuila, Ciudad de México, Jalisco, Estado de México, Morelos, Nayarit, Oaxaca, Puebla y Sonora; así como por 26 organismos garantes de transparencia de las siguientes entidades: Aguascalientes, Baja California, Baja California Sur, Campeche, Chiapas, Coahuila, Colima, Ciudad de México, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Puebla, Querétaro, Quintana Roo, San Luis Potosí, Tabasco, Tamaulipas, Yucatán y Zacatecas. Fue presentado en Julio de 2023 en las instalaciones del Tribunal Superior de Justicia Administrativa en la Ciudad de México. Con la firma de este Pacto, los Poderes Judiciales y los organismos garantes de transparencia del país, acordaron adoptar mecanismos de participación ciudadana, dar cumplimiento al mandato de publicación de sentencias judiciales y a generar información con perspectiva de género, interculturalidad, diversidad sexual y de discapacidad.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","Durante el primer semestre de 2023, se trabajó en una propuesta de Reforma a los ""Lienamientos para determinar los catálogos y publicación de información de interés público; y para la emisión y evaluación de políticas de transparencia proactiva"" que consideró la separación de este instrumento en dos, planteando un nuevo Lineamiento, los""Lineamientos para la Emisión y Evaluación de Políticas de Transparencia Proactiva"", que simplificara términos, procesos y plazos de cumplimiento en materia de transparencia proactiva. Adicionalmente, la reforma a los citados Lineamientos incorporó un apartado referente a acciones de capacitación que fue desarrollado por el INAI en 2023, a través del Programa Anual de Verificación y Acompañamiento Institucional para el Cumplimiento de las Obligaciones en materia de Acceso a la Información y Transparencia por parte de los Sujetos Obligados del Ámbito Federal, correspondiente al ejercicio 2023 (PAVAI). Así, a lo largo de segundo semestre de 2023, se trabajó con la Red Federal de Unidades de Transparencia tanto en la difusión de los nuevos Lineamientos, como en la socialización de aspectos teóricos y prácticos sobresalientes vinculados a la agenda de transparencia proactiva. Derivado de los trabajos de la Red, se capacitó a 169 personas servidoras públicas, provenientes de 89 sujetos obligados. Por otro lado, se dio seguimiento a las accciones de capacitación y difusión de los Lineamientos, de cara a la séptima edición del proceso de evaluación y reconocimiento de prácticas de transparencia proactiva, donde se realizó una reunión de acercamiento y capacitación con 40 personas servidoras públicas, provenientes de 25 sujetos obligados, así como un Taller en materia de transparencia proactiva en la que se contó con la participación de 35 personas servidoras públicas de 18 sujetos obligados.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","En materia de Justicia Abierta, el INAI implementa el Pacto por una Justicia Abierta con Perspectiva de Género, con la organización de la sociedad civil, Equis Justicia para las mujeres y la Asociación Mexicana de Impartidores de Justicia A.C. (AMIJ). Fue firmado el 22 de febrero de 2022 por Magistrados y Magistradas presidentas y representantes de 10 Poderes Judiciales de las siguientes entidades: Campeche, Coahuila, Ciudad de México, Jalisco, Estado de México, Morelos, Nayarit, Oaxaca, Puebla y Sonora; así como por 26 organismos garantes de transparencia de las siguientes entidades: Aguascalientes, Baja California, Baja California Sur, Campeche, Chiapas, Coahuila, Colima, Ciudad de México, Durango, Guanajuato, Guerrero, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Puebla, Querétaro, Quintana Roo, San Luis Potosí, Tabasco, Tamaulipas, Yucatán y Zacatecas. Fue presentado en Julio de 2023 en las instalaciones del Tribunal Superior de Justicia Administrativa en la Ciudad de México. Con la firma de este Pacto, los Poderes Judiciales y los organismos garantes de transparencia del país, acordaron adoptar mecanismos de participación ciudadana, dar cumplimiento al mandato de publicación de sentencias judiciales y a generar información con perspectiva de género, interculturalidad, diversidad sexual y de discapacidad.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
1,10.1,"10.1.1","INAI","INAI","Durante el primer semestre de 2023, se trabajó en una propuesta de Reforma a los ""Lienamientos para determinar los catálogos y publicación de información de interés público; y para la emisión y evaluación de políticas de transparencia proactiva"" que consideró la separación de este instrumento en dos, planteando un nuevo Lineamiento, los""Lineamientos para la Emisión y Evaluación de Políticas de Transparencia Proactiva"", que simplificara términos, procesos y plazos de cumplimiento en materia de transparencia proactiva. Adicionalmente, la reforma a los citados Lineamientos incorporó un apartado referente a acciones de capacitación que fue desarrollado por el INAI en 2023, a través del Programa Anual de Verificación y Acompañamiento Institucional para el Cumplimiento de las Obligaciones en materia de Acceso a la Información y Transparencia por parte de los Sujetos Obligados del Ámbito Federal, correspondiente al ejercicio 2023 (PAVAI). Así, a lo largo de segundo semestre de 2023, se trabajó con la Red Federal de Unidades de Transparencia tanto en la difusión de los nuevos Lineamientos, como en la socialización de aspectos teóricos y prácticos sobresalientes vinculados a la agenda de transparencia proactiva. Derivado de los trabajos de la Red, se capacitó a 169 personas servidoras públicas, provenientes de 89 sujetos obligados. Por otro lado, se dio seguimiento a las accciones de capacitación y difusión de los Lineamientos, de cara a la séptima edición del proceso de evaluación y reconocimiento de prácticas de transparencia proactiva, donde se realizó una reunión de acercamiento y capacitación con 40 personas servidoras públicas, provenientes de 25 sujetos obligados, así como un Taller en materia de transparencia proactiva en la que se contó con la participación de 35 personas servidoras públicas de 18 sujetos obligados.","Entregable","Transparencia y participación ciudadana","Entregable","Transparencia","01-01-2023","12-20-2023",0,NA
2,11.1,"11.1.1","AEFCM","SEP","En atención al Aviso SSECCOE-002-2023: Primeras acciones del Comité de Ética en 2023, el CE-AEFCM remitió al OIC-AEFCM un Reporte de Riesgos Éticos institucionales que el Comité de Ética identificó en el periodo 2020-2022 a través del No. de Oficio: AEFCM/UAF/CGRH/DDP/772/2023.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.2","AEFCM","SEP","El Comité de Ética en la AEFCM envió a los responsables de capacitación, los resultados de la ECCO para incluir cursos en materia de género, no discriminación, inclusión entre otros , como parte de la profesionalización que deben tener las personas servidoras públicas.","Entregable","Derechos humanos y/o perspectiva de género","Entregable","DDHH y equidad \nde género","44927","45291",0,NA
2,11.1,"11.1.2","AEFCM","SEP","Se realizó la difusión de diversos materiales: ¡Conoce el ¡Protocolo para la prevención, atención y sanción de hostigamiento sexual y acoso sexual! ¡Juntas y juntos por un servicio público íntegro!","Actividad","Derechos humanos y/o perspectiva de género","Actividad","DDHH y equidad \nde género","44927","45291",0,NA
2,11.1,"11.1.3","AEFCM","SEP","El Comité de Ética de la AEFCM difundió a través de correo electrónico a todo el personal de la AEFCM las campañas:-¡Conoce el Código de Ética de la APF!- ¡Conoce el Código de Conducta de la AEFCM!","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.3","AEFCM","SEP","Asimismo, el CE-AEFCM realizó las gestiones necesarias para habilitar un correo electrónico (codigodeconducta@aefcm.gob.mx) exclusivo para que las personas servidoras públicas adscritas a esta AEFCM puedan remitir su Carta Compromiso de conocer y cumplir el Código de Conducta para su registro ante este Comité.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Emisión de opiniones previo análisis y revisión, de los proyectos que se pretenden financiar con cargo a los recursos del Fideicomiso para el Desarrollo de Infraestructura que Implementa las Reformas Constitucionales en materia de Justicia Federal, previamente a que sean sometidos al análisis, discusión y en su caso autorización del Comité Técnico del propio Fideicomiso.",NA,NA,NA,NA,"01-01-2023","12-20-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Realización e instrumentación de convocatorias para ser candidatas a la designación de personal para que integre los Centros de Justicia Penal Federal.","Otro","Impartición de justicia","Otro","Impartición de \njusticia","02-01-2023","31-12-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Las personas administradoras realizan la revisión del cumplimiento de requisitos de los perfiles para el nombramiento de personal que integran las administraciones de los Centros de Justicia Penal Federal, con especial énfasis en el respeto a la normatividad interna del combate al nepotismo","Otro","Evaluación de desempeño","Otro","Evaluación de \ndesempeño","02-01-2023","31-12-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Evaluación anual de personas administradoras de Centros de Justicia Penal Federal","Otro","Evaluación de desempeño","Otro","Evaluación de \ndesempeño","02-01-2023","31-12-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Gestión de solicitudes de información financiera y fiscal de los servidores públicos El procedimiento de intercambio de información es bajo medidas de seguridad para salvaguardar datos personales y el contenido del reporte únicamente es consultable por el área que lo solicite. En el periodo que se reporta, fueron tramitadas y concluidas el 100% de las solicitudes de colaboración formuladas por la SEV.","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","01-01-2023","31-12-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Participación en el Sistema de Control Interno del Consejo de la Judicatura Federal como Integrante de su Comité","Otro","Administración de riesgos","Otro","Gestión de \nriesgos","01-01-2023","31-12-2023",0,NA
2,11.1,"11.1.1","CJF","CJF","Realización e instrumentación de convocatorias para ser candidatas a la designación de personal para que integre los Centros de Justicia Penal Federal.","Otro","Impartición de justicia","Otro","Impartición de \njusticia","44928","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Las personas administradoras realizan la revisión del cumplimiento de requisitos de los perfiles para el nombramiento de personal que integran las administraciones de los Centros de Justicia Penal Federal, con especial énfasis en el respeto a la normatividad interna del combate al nepotismo","Otro","Evaluación de desempeño","Otro","Evaluación de \ndesempeño","44928","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Evaluación anual de personas administradoras de Centros de Justicia Penal Federal","Otro","Evaluación de desempeño","Otro","Evaluación de \ndesempeño","44928","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Gestión de solicitudes de información financiera y fiscal de los servidores públicos El procedimiento de intercambio de información es bajo medidas de seguridad para salvaguardar datos personales y el contenido del reporte únicamente es consultable por el área que lo solicite. En el periodo que se reporta, fueron tramitadas y concluidas el 100% de las solicitudes de colaboración formuladas por la SEV.","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Participación en el Sistema de Control Interno del Consejo de la Judicatura Federal como Integrante de su Comité","Otro","Administración de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Emisión de opiniones previo análisis y revisión, de los proyectos que se pretenden financiar con cargo a los recursos del Fideicomiso para el Desarrollo de Infraestructura que Implementa las Reformas Constitucionales en materia de Justicia Federal, previamente a que sean sometidos al análisis, discusión y en su caso autorización del Comité Técnico del propio Fideicomiso.","Otro","Fiscalización","Otro","Auditoría y \nfiscalización","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Recepción y canalización de quejas y denuncias.","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Práctica de visitas ordinarias de inspección programadas a plenos regionales, tribunales colegiados de circuito, tribunales colegiados de apelación, juzgados de distrito, centros de justicia penal federal, Centro Nacional de Justicia Especializado en Control de Técnicas de Investigación, Arraigo e Intervención de Comunicaciones y tribunales laborales federales, por las personas visitadoras judiciales “B”, como representantes del Consejo de la Judicatura Federal.","Otro","Evaluación de desempeño","Otro","Evaluación de \ndesempeño","44927","45275",0,NA
2,11.1,"11.1.1","CJF","CJF","Práctica de visitas extraordinarias de inspección, practicadas por las personas visitadoras judiciales “A” con fines de investigación sobre una comisión determinada.","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44935","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Actualización de la Metodología de Planeación Estratégica Institucional, con el fin de fortalecer la Administración de Riesgos como componente del Control Interno Institucional que tiene como fundamentos metodológicos el Modelo COSO (Committee of Sponsoring Organizations of the Treadway Commission) y el Marco Integrado de Control Interno (MICI), promovido por la Secretaría de la Función Pública (SFP) y por la Auditoría Superior de la Federación (ASF); y las características de los Programas Anuales de Trabajo de las Áreas Administrativas de CJF, dentro de las que se encuentran la gestión y autoevaluación de los riesgos de integridad.","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","42005","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Control interno y administración de riesgos","Actividad","Gestión de riesgos","Actividad","Gestión de \nriesgos","45146","05-09-23 ",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Calidad en el servicio y trato a usuarios-I","Actividad","Trámites, servicios y programas públicos","Actividad","Trámites y \nservicios","45145","45149",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Calidad en el servicio y trato a usuarios-II","Actividad","Trámites, servicios y programas públicos","Actividad","Trámites y \nservicios","45201","45205",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Calidad en el servicio y trato a usuarios-III","Actividad","Trámites, servicios y programas públicos","Actividad","Trámites y \nservicios","45215","45219",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Calidad en el servicio y trato a usuarios-IV","Actividad","Trámites, servicios y programas públicos","Actividad","Trámites y \nservicios","45222","45226",0,NA
2,11.1,"11.1.1","CJF","CJF","Curso Calidad en el Servicio","Actividad","Trámites, servicios y programas públicos","Actividad","Trámites y \nservicios","45243","45257",0,NA
2,11.1,"11.1.1","CJF","CJF","Estrategias prácticas para la resolución efectiva de conflictos","Actividad","Capacitación","Actividad","Capacitación","45261","45267",0,NA
2,11.1,"11.1.1","CJF","CJF","Padrón de Testigos Sociales","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.1","CJF","CJF","Comité de Control Interno","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.2","CJF","CJF","Participación en el Sistema de Control Interno del Consejo de la Judicatura Federal cono integrante de su Comité","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","31-01-23 ",0,NA
2,11.1,"11.1.2","CJF","CJF","Gestión de información y participación en grupos de trabajo en materia de procedimientos judiciales relacionados con operaciones con recursos de procedencia ilícita, lavado de activos y financiamiento al terrorismo, así como la realización de actividades de cooperación técnica e intercambio de información en el marco de convenios internacionales de los que México forma parte.El Consejo como parte integrante de uno de los poderes de la Unión, contribuye a la generación de información para atender los requerimientos de las instancias internacionales en materia de cumplimiento de convenciones o recomendaciones. Dicha tarea la realiza la SEV a través de la UIF, la SFP y/o la SER, instancias del Ejecutivo Federal designadas como autoridad central para la atención de los mecanismos globales. De igual forma emite opiniones jurídicas sobre la implementación de las convenciones o recomendaciones y respecto de consultas que se formulan en materia judicial. Finalmente como tareas de cooperación internacional, celebra reuniones de seguimiento tanto con instancias nacionales como internacionales.En el periodo que se reporta, la SEV atendió el 100% de los requerimientos y consultas para opinión jurídica, y de igual forma asistió al 100 % de las reuniones con instancias de cooperación.","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.2","CJF","CJF","Implementar a través de la EFFJ, un curso sobre prevención de corrupción, a todo el personal del CJF, dando preferencia a la UGIRA. Derivado de la reestructuración y las nuevas directrices del área se replanteará.","Actividad","Capacitación","Actividad","Capacitación","45231","45657",0,NA
2,11.1,"11.1.2","CJF","CJF","Se cuenta con el Portal de Visitaduría Judicial en el que se da información con la interposición de quejas y programación de visitas","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.2","CJF","CJF","En el desarrollo de las visitas de inspección las personas visitadoras judiciales “B” informan sobre la interposición de quejas","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.2","CJF","CJF","Curso. La Democracia Constitucional y Legitimidad de las Profesiones del Derecho, 2da Edición","Actividad","Capacitación","Actividad","Capacitación","44963","45016",0,NA
2,11.1,"11.1.2","CJF","CJF","Conferencia. La ética judicial en práctica del juzgador","Evento","Ética pública","Evento","Ética pública","45216","45217",0,NA
2,11.1,"11.1.2","CJF","CJF","Conferencia. Ética en la comunicación y legitimación judicial","Evento","Ética pública","Evento","Ética pública","45245","45246",0,NA
2,11.1,"11.1.2","CJF","CJF","Curso de Especialización sobre la Reforma en materia de Justicia Laboral – Séptima generación (El perfil del operador jurídico en materia laboral. La ética como un pilar en su actuación.)","Actividad","Ética pública","Actividad","Ética pública","45160","45554",0,NA
2,11.1,"11.1.2","CJF","CJF","Curso de formación para personas secretarias del Poder Judicial de la Federación: Concurso escolarizado edición 2023 (Conformación del expediente judicial)","Actividad","Impartición de justicia","Actividad","Impartición de \njusticia","44998","45260",0,NA
2,11.1,"11.1.2","CJF","CJF","Comité de integridad","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.3","CJF","CJF","Participación en el Sistema de Control Interno del Consejo de la Judicatura Federal como integrante de su Comité","Otro","Gestión de riesgos","Otro","Gestión de \nriesgos","44927","45291",0,NA
2,11.1,"11.1.3","CJF","CJF","Gestión de solicitudes ministeriales bajo una política de aplicación del sistema de sanciones disciplinarias, administrativas y penales a fin de disuadir conductas deshonestas y garantizar el apego al debido proceso, presunción de inocencia y proporcionalidad de las sanciones. El Consejo por conducto de la SEV, es la instancia que atiende las solicitudes de información respecto de los servidores públicos que integran la institución, derivado de la integración de carpetas de investigación por parte del agente del Ministerio Público. Dicha colaboración es permanente y con manejo confidencial de la información. En el periodo que se reporta, la SEV atendió el 100% de las solicitudes ministeriales","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.3","CJF","CJF","Implementar a través de la EFFJ y la DGRH, un módulo para que sea obligatorio conocer el código de conducta a través de un curso, dando preferencia a la UGIRA. Derivado de la reestructuración y las nuevas directrices del área se replanteará.","Actividad","Ética pública","Actividad","Ética pública","44866","45657",0,NA
2,11.1,"11.1.3","CJF","CJF","Los servidores públicos de UGIRA firman una Carta de Confidencialidad. Derivado de la reestructuración y las nuevas directrices del área en 2023 se emitieron circulares de confidencialidad.","Otro","Responsabilidades administrativas","Otro","Resp. Admin.","45231","45657",0,NA
2,11.1,"11.1.1","SEDATU","SEDATU","Difusión de materiales propios y proporcionados por las SFP sobre temas de integridad.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","SEDATU","SEDATU","Difusión de cursos sobre temás éticos y de integridad impartidos por instancias públicas.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","SICT","SICT","Identificar y revisar de manera anual Riesgos Éticos de la SICT con insumos institucionales y del OIC; para actualizar por el CE el Código de Conducta 2023 y difundir en el segundo semestre entre las personas servidoras públicas. El seguimiento se realizará en el último trimestre de 2023","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","STPS","STPS","En 2023, como insumo a la actualización del Código de Conducta de la Secretaría del Trabajo y Previsión Social, se integraron 3 principales riesgos éticos en la Dependencia, con el fin de evitar su materialización: incurrir en actos de carácter sexual, incumplir en la presentación de la declaración patrimonial y conducirse de una manera no ética.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","SEP","SEP","Entregar al Órgano Interno de Control un reporte de los riesgos éticos institucionales y los controles para mitigarlos, que el CEPCI SEP haya identificado en el periodo 2020-2022.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","SEP","SEP","Incorporar el Código de Conducta 2023, e incorporar la solicitud de opinión del código de conducta 2023, someter el anteproyecto de Código de Conducta a la autorización de la persona Titular del Ente Público y Difundir el Código de Conducta aprobado o actualizado en 2023.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","SEP","SEP","Invitar a responder la Encuesta de Clima y Cultura Organizacional (ECCO).","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","CETI","SEP","Se llevó acabo la sesión con las unidades administrativas con el propósito de dar seguimiento a los riesgos que obstaculizan el cumplimiento de objetivos y metas institucionales, y de posibles actos de corrupción, por lo que se lleva acabo el seguimiento, avance y verificación respecto de las mismas.","Actividad","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Actividad","Mejora de \nla gestión","44927","45291",0,NA
2,11.1,"11.1.1","CNBBBJ","SEP","El 24 de marzo de 2023 se realizó la Quinta Sesión Extraordinaria, en la cual los integrantes del CE aprobaron los principales riesgos éticos en la CNBBBJ.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","COLBACH","SEP","El Comité de Ética compilo y analizó la información, para identificar los principales riesgos éticos.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","COLBACH","SEP","A través de un formulario de office 365, en el que los miembros del comité con voz y voto el representante del Órgano Interno de Control participaron .","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","COLBACH","SEP","Fueron ratificados los riesgos eticos en la Primera Sesión Ordinaria del Comité de Ética; lo anterior para la actualización del Código de Conducta 2023.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","CONALEP","SEP","Se actualizará el Código de Conducta en base al ""diagnóstico sobre los principales riegos"" del Colegio.","Entregable","Ética pública y/o profesionalización","Entregable","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","CONALEP","SEP","Realizar acciones de asesoría y seguimiento para el cumplimiento de las acciones de control consideradas en el Programa de Trabajo de Administración de Riesgos 2023 del Colegio.","Evento","Responsabilidades administrativas","Evento","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.1","CONALEP","SEP","Implementación de Inventario de Quejas, denuncias o investigaciones que nos permitan identificar conductas relacionadas con actos de corrupción en oficinas nacionales y colegios estatales.","Actividad","Responsabilidades administrativas","Actividad","Resp. Admin.","44927","45291",0,NA
2,11.1,"11.1.1","IEPSA","SEP","Se presentó en tiempo y forma al Órgano Interno de Control en IEPSA el reporte de los riesgos éticos institucionales y los controles para mitigarlos, que el Comité de Ética identificado en el periodo 2020-2022.","Actividad","Ética pública y/o profesionalización","Actividad","Ética pública","44927","45291",0,NA
2,11.1,"11.1.1","INIFED","SEP","El Órgano Interno de Control en coordinación con el Comité de Ética realizaron el análisis de los riesgos actuales del Instituto, por lo que, de acuerdo con la misión, visión y objetivos, a las acusaciones presentadas ante el Comité de Ética así como a las quejas, denuncias e investigaciones se identificaron los riesgos éticos de integridad.","Actividad","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Actividad","Mejora de \nla gestión","44927","45291",0,NA
